Country Name,Year,Government Expenditure,US_dollars_at_current_prices_in_millions_Value,,
Serbia,2005,Others,,,Not applicable
Serbia,2006,Total function,,,Not applicable
Serbia,2006,"Agriculture, forestry, fishing and hunting",,,Not applicable
Serbia,2006,"Mining, manufacturing and construction",,,Not applicable
Serbia,2006,Transport,,,Not applicable
Serbia,2006,Communication,,,Not applicable
Serbia,2006,Fuel and energy,,,Not applicable
Serbia,2006,Environment protection,,,Not applicable
Serbia,2006,Housing and community amenities,,,Not applicable
Serbia,2006,Health,,,Not applicable
Serbia,2006,Education,,,Not applicable
Serbia,2006,Social protection,,,Not applicable
Serbia,2006,General public services,,,Not applicable
Serbia,2006,Defence,,,Not applicable
Serbia,2006,Public order and safety,,,Not applicable
Serbia,2006,"Recreation, culture and religion",,,Not applicable
Serbia,2006,"General economic, commercial and labour affairs",,,Not applicable
Serbia,2006,Other industries,,,Not applicable
Serbia,2006,RandD Economic affairs,,,Not applicable
Serbia,2006,Economic affairs n.e.c.,,,Not applicable
Serbia,2006,Others,,,Not applicable
Serbia,2007,Total function,,,Not applicable
Serbia,2007,"Agriculture, forestry, fishing and hunting",,,Not applicable
Serbia,2007,"Mining, manufacturing and construction",,,Not applicable
Serbia,2007,Transport,,,Not applicable
Serbia,2007,Communication,,,Not applicable
Serbia,2007,Fuel and energy,,,Not applicable
Serbia,2007,Environment protection,,,Not applicable
Serbia,2007,Housing and community amenities,,,Not applicable
Serbia,2007,Health,,,Not applicable
Serbia,2007,Education,,,Not applicable
Serbia,2007,Social protection,,,Not applicable
Serbia,2007,General public services,,,Not applicable
Serbia,2007,Defence,,,Not applicable
Serbia,2007,Public order and safety,,,Not applicable
Serbia,2007,"Recreation, culture and religion",,,Not applicable
Serbia,2007,"General economic, commercial and labour affairs",,,Not applicable
Serbia,2007,Other industries,,,Not applicable
Serbia,2007,RandD Economic affairs,,,Not applicable
Serbia,2007,Economic affairs n.e.c.,,,Not applicable
Serbia,2007,Others,,,Not applicable
Serbia,2008,Total function,22332,,
Serbia,2008,Environment protection,178,,
Serbia,2008,Housing and community amenities,943,,
Serbia,2008,Health,3068,,
Serbia,2008,Education,2234,,
Serbia,2008,Social protection,8335,,
Serbia,2008,General public services,1923,,
Serbia,2008,Defence,1224,,
Serbia,2008,Public order and safety,1241,,
Serbia,2008,"Recreation, culture and religion",512,,
Serbia,2009,Total function,19209,,
Serbia,2009,Environment protection,118,,
Serbia,2009,Housing and community amenities,630,,
Serbia,2009,Health,2698,,
Serbia,2009,Education,1856,,
Serbia,2009,Social protection,7706,,
Serbia,2009,General public services,1622,,
Serbia,2009,Defence,1048,,
Serbia,2009,Public order and safety,1013,,
Serbia,2009,"Recreation, culture and religion",373,,
Serbia,2010,Total function,18180,,
Serbia,2010,Environment protection,146,,
Serbia,2010,Housing and community amenities,609,,
Serbia,2010,Health,2412,,
Serbia,2010,Education,1631,,
Serbia,2010,Social protection,6888,,
Serbia,2010,General public services,1620,,
Serbia,2010,Defence,929,,
Serbia,2010,Public order and safety,978,,
Serbia,2010,"Recreation, culture and religion",425,,
Serbia,2011,Total function,20743,,
Serbia,2011,"Agriculture, forestry, fishing and hunting",375,,
Serbia,2011,"Mining, manufacturing and construction",33,,
Serbia,2011,Transport,1255,,
Serbia,2011,Communication,22,,
Serbia,2011,Fuel and energy,24,,
Serbia,2011,Environment protection,169,,
Serbia,2011,Housing and community amenities,715,,
Serbia,2011,Health,2736,,
Serbia,2011,Education,1845,,
Serbia,2011,Social protection,7675,,
Serbia,2011,General public services,2097,,
Serbia,2011,Defence,1013,,
Serbia,2011,Public order and safety,1237,,
Serbia,2011,"Recreation, culture and religion",514,,
Serbia,2012,Total function,19102,,
Serbia,2012,"Agriculture, forestry, fishing and hunting",440,,
Serbia,2012,"Mining, manufacturing and construction",18,,
Serbia,2012,Transport,1291,,
Serbia,2012,Communication,19,,
Serbia,2012,Fuel and energy,19,,
Serbia,2012,Environment protection,174,,
Serbia,2012,Housing and community amenities,652,,
Serbia,2012,Health,2446,,
Serbia,2012,Education,1667,,
Serbia,2012,Social protection,7168,,
Serbia,2012,General public services,2102,,
Serbia,2012,Defence,614,,
Serbia,2012,Public order and safety,1216,,
Serbia,2012,"Recreation, culture and religion",458,,
Serbia and Montenegro,2007,Total function,18067,,
Serbia and Montenegro,2007,Environment protection,142,,
Serbia and Montenegro,2007,Housing and community amenities,793,,
Serbia and Montenegro,2007,Health,2612,,
Serbia and Montenegro,2007,Education,1682,,
Serbia and Montenegro,2007,Social protection,6287,,
Serbia and Montenegro,2007,General public services,1691,,
Serbia and Montenegro,2007,Defence,1007,,
Serbia and Montenegro,2007,Public order and safety,1119,,
Serbia and Montenegro,2007,"Recreation, culture and religion",432,,
Serbia and Montenegro,2008,Total function,,,Not applicable
Serbia and Montenegro,2008,"Agriculture, forestry, fishing and hunting",,,Not applicable
Serbia and Montenegro,2008,"Mining, manufacturing and construction",,,Not applicable
Serbia and Montenegro,2008,Transport,,,Not applicable
Serbia and Montenegro,2008,Communication,,,Not applicable
Serbia and Montenegro,2008,Fuel and energy,,,Not applicable
Serbia and Montenegro,2008,Environment protection,,,Not applicable
Serbia and Montenegro,2008,Housing and community amenities,,,Not applicable
Serbia and Montenegro,2008,Health,,,Not applicable
Serbia and Montenegro,2008,Education,,,Not applicable
Serbia and Montenegro,2008,Social protection,,,Not applicable
Serbia and Montenegro,2008,General public services,,,Not applicable
Serbia and Montenegro,2008,Defence,,,Not applicable
Serbia and Montenegro,2008,Public order and safety,,,Not applicable
Serbia and Montenegro,2008,"Recreation, culture and religion",,,Not applicable
Serbia and Montenegro,2008,"General economic, commercial and labour affairs",,,Not applicable
Serbia and Montenegro,2008,Other industries,,,Not applicable
Serbia and Montenegro,2008,RandD Economic affairs,,,Not applicable
Serbia and Montenegro,2008,Economic affairs n.e.c.,,,Not applicable
Serbia and Montenegro,2008,Others,,,Not applicable
Serbia and Montenegro,2009,Total function,,,Not applicable
Serbia and Montenegro,2009,"Agriculture, forestry, fishing and hunting",,,Not applicable
Serbia and Montenegro,2009,"Mining, manufacturing and construction",,,Not applicable
Serbia and Montenegro,2009,Transport,,,Not applicable
Serbia and Montenegro,2009,Communication,,,Not applicable
Serbia and Montenegro,2009,Fuel and energy,,,Not applicable
Serbia and Montenegro,2009,Environment protection,,,Not applicable
Serbia and Montenegro,2009,Housing and community amenities,,,Not applicable
Serbia and Montenegro,2009,Health,,,Not applicable
Serbia and Montenegro,2009,Education,,,Not applicable
Serbia and Montenegro,2009,Social protection,,,Not applicable
Serbia and Montenegro,2009,General public services,,,Not applicable
Serbia and Montenegro,2009,Defence,,,Not applicable
Serbia and Montenegro,2009,Public order and safety,,,Not applicable
Serbia and Montenegro,2009,"Recreation, culture and religion",,,Not applicable
Serbia and Montenegro,2009,"General economic, commercial and labour affairs",,,Not applicable
Serbia and Montenegro,2009,Other industries,,,Not applicable
Serbia and Montenegro,2009,RandD Economic affairs,,,Not applicable
Serbia and Montenegro,2009,Economic affairs n.e.c.,,,Not applicable
Serbia and Montenegro,2009,Others,,,Not applicable
Serbia and Montenegro,2010,Total function,,,Not applicable
Serbia and Montenegro,2010,"Agriculture, forestry, fishing and hunting",,,Not applicable
Serbia and Montenegro,2010,"Mining, manufacturing and construction",,,Not applicable
Serbia and Montenegro,2010,Transport,,,Not applicable
Serbia and Montenegro,2010,Communication,,,Not applicable
Serbia and Montenegro,2010,Fuel and energy,,,Not applicable
Serbia and Montenegro,2010,Environment protection,,,Not applicable
Serbia and Montenegro,2010,Housing and community amenities,,,Not applicable
Serbia and Montenegro,2010,Health,,,Not applicable
Serbia and Montenegro,2010,Education,,,Not applicable
Serbia and Montenegro,2010,Social protection,,,Not applicable
Serbia and Montenegro,2010,General public services,,,Not applicable
Serbia and Montenegro,2010,Defence,,,Not applicable
Serbia and Montenegro,2010,Public order and safety,,,Not applicable
Serbia and Montenegro,2010,"Recreation, culture and religion",,,Not applicable
Serbia and Montenegro,2010,"General economic, commercial and labour affairs",,,Not applicable
Serbia and Montenegro,2010,Other industries,,,Not applicable
Serbia and Montenegro,2010,RandD Economic affairs,,,Not applicable
Serbia and Montenegro,2010,Economic affairs n.e.c.,,,Not applicable
Serbia and Montenegro,2010,Others,,,Not applicable
Serbia and Montenegro,2011,Total function,,,Not applicable
Serbia and Montenegro,2011,"Agriculture, forestry, fishing and hunting",,,Not applicable
Serbia and Montenegro,2011,"Mining, manufacturing and construction",,,Not applicable
Serbia and Montenegro,2011,Transport,,,Not applicable
Serbia and Montenegro,2011,Communication,,,Not applicable
Serbia and Montenegro,2011,Fuel and energy,,,Not applicable
Serbia and Montenegro,2011,Environment protection,,,Not applicable
Serbia and Montenegro,2011,Housing and community amenities,,,Not applicable
Serbia and Montenegro,2011,Health,,,Not applicable
Serbia and Montenegro,2011,Education,,,Not applicable
Serbia and Montenegro,2011,Social protection,,,Not applicable
Serbia and Montenegro,2011,General public services,,,Not applicable
Serbia and Montenegro,2011,Defence,,,Not applicable
Serbia and Montenegro,2011,Public order and safety,,,Not applicable
Serbia and Montenegro,2011,"Recreation, culture and religion",,,Not applicable
Serbia and Montenegro,2011,"General economic, commercial and labour affairs",,,Not applicable
Serbia and Montenegro,2011,Other industries,,,Not applicable
Serbia and Montenegro,2011,RandD Economic affairs,,,Not applicable
Serbia and Montenegro,2011,Economic affairs n.e.c.,,,Not applicable
Serbia and Montenegro,2011,Others,,,Not applicable
Serbia and Montenegro,2012,Total function,,,Not applicable
Serbia and Montenegro,2012,"Agriculture, forestry, fishing and hunting",,,Not applicable
Serbia and Montenegro,2012,"Mining, manufacturing and construction",,,Not applicable
Serbia and Montenegro,2012,Transport,,,Not applicable
Serbia and Montenegro,2012,Communication,,,Not applicable
Serbia and Montenegro,2012,Fuel and energy,,,Not applicable
Serbia and Montenegro,2012,Environment protection,,,Not applicable
Serbia and Montenegro,2012,Housing and community amenities,,,Not applicable
Serbia and Montenegro,2012,Health,,,Not applicable
Serbia and Montenegro,2012,Education,,,Not applicable
Serbia and Montenegro,2012,Social protection,,,Not applicable
Serbia and Montenegro,2012,General public services,,,Not applicable
Serbia and Montenegro,2012,Defence,,,Not applicable
Serbia and Montenegro,2012,Public order and safety,,,Not applicable
Serbia and Montenegro,2012,"Recreation, culture and religion",,,Not applicable
Serbia and Montenegro,2012,"General economic, commercial and labour affairs",,,Not applicable
Serbia and Montenegro,2012,Other industries,,,Not applicable
Serbia and Montenegro,2012,RandD Economic affairs,,,Not applicable
Serbia and Montenegro,2012,Economic affairs n.e.c.,,,Not applicable
Serbia and Montenegro,2012,Others,,,Not applicable
Serbia and Montenegro,2013,Total function,,,Not applicable
Serbia and Montenegro,2013,"Agriculture, forestry, fishing and hunting",,,Not applicable
Serbia and Montenegro,2013,"Mining, manufacturing and construction",,,Not applicable
Serbia and Montenegro,2013,Transport,,,Not applicable
Serbia and Montenegro,2013,Communication,,,Not applicable
Serbia and Montenegro,2013,Fuel and energy,,,Not applicable
Serbia and Montenegro,2013,Environment protection,,,Not applicable
Serbia and Montenegro,2013,Housing and community amenities,,,Not applicable
Serbia and Montenegro,2013,Health,,,Not applicable
Serbia and Montenegro,2013,Education,,,Not applicable
Serbia and Montenegro,2013,Social protection,,,Not applicable
Serbia and Montenegro,2013,General public services,,,Not applicable
Serbia and Montenegro,2013,Defence,,,Not applicable
Serbia and Montenegro,2013,Public order and safety,,,Not applicable
