Country Name,Year,Government Expenditure,US_dollars_at_current_prices_in_millions_Value,Unnamed: 4,Unnamed: 5,Country Code
"Switzerland, Liechtenstein",2018,Social protection,94532.0,,,
"Switzerland, Liechtenstein",2018,General public services,32038.0,,,
"Switzerland, Liechtenstein",2018,Defence,5646.0,,,
"Switzerland, Liechtenstein",2018,Public order and safety,11935.0,,,
"Switzerland, Liechtenstein",2018,"Recreation, culture and religion",7284.0,,,
"Switzerland, Liechtenstein",2018,"General economic, commercial and labour affairs",650.0,,,
"Switzerland, Liechtenstein",2018,Other industries,1042.0,,,
"Switzerland, Liechtenstein",2018,RandD Economic affairs,778.0,,,
"Switzerland, Liechtenstein",2018,Economic affairs n.e.c.,30.0,,,
"Switzerland, Liechtenstein",2019,Total function,239927.0,,,
"Switzerland, Liechtenstein",2019,"Agriculture, forestry, fishing and hunting",4816.0,,,
"Switzerland, Liechtenstein",2019,"Mining, manufacturing and construction",0.0,,,
"Switzerland, Liechtenstein",2019,Transport,17950.0,,,
"Switzerland, Liechtenstein",2019,Communication,78.0,,,
"Switzerland, Liechtenstein",2019,Fuel and energy,2532.0,,,
"Switzerland, Liechtenstein",2019,Environment protection,4044.0,,,
"Switzerland, Liechtenstein",2019,Housing and community amenities,1457.0,,,
"Switzerland, Liechtenstein",2019,Health,15768.0,,,
"Switzerland, Liechtenstein",2019,Education,39968.0,,,
"Switzerland, Liechtenstein",2019,Social protection,94203.0,,,
"Switzerland, Liechtenstein",2019,General public services,31257.0,,,
"Switzerland, Liechtenstein",2019,Defence,5939.0,,,
"Switzerland, Liechtenstein",2019,Public order and safety,12013.0,,,
"Switzerland, Liechtenstein",2019,"Recreation, culture and religion",7259.0,,,
"Switzerland, Liechtenstein",2019,"General economic, commercial and labour affairs",763.0,,,
"Switzerland, Liechtenstein",2019,Other industries,1016.0,,,
"Switzerland, Liechtenstein",2019,RandD Economic affairs,840.0,,,
"Switzerland, Liechtenstein",2019,Economic affairs n.e.c.,26.0,,,
"Switzerland, Liechtenstein",2020,Total function,284479.0,,,
"Switzerland, Liechtenstein",2020,"Agriculture, forestry, fishing and hunting",5163.0,,,
"Switzerland, Liechtenstein",2020,"Mining, manufacturing and construction",0.0,,,
"Switzerland, Liechtenstein",2020,Transport,20109.0,,,
"Switzerland, Liechtenstein",2020,Communication,77.0,,,
"Switzerland, Liechtenstein",2020,Fuel and energy,2930.0,,,
"Switzerland, Liechtenstein",2020,Environment protection,4481.0,,,
"Switzerland, Liechtenstein",2020,Housing and community amenities,1617.0,,,
"Switzerland, Liechtenstein",2020,Health,19154.0,,,
"Switzerland, Liechtenstein",2020,Education,43294.0,,,
"Switzerland, Liechtenstein",2020,Social protection,122827.0,,,
"Switzerland, Liechtenstein",2020,General public services,33818.0,,,
"Switzerland, Liechtenstein",2020,Defence,6698.0,,,
"Switzerland, Liechtenstein",2020,Public order and safety,12870.0,,,
"Switzerland, Liechtenstein",2020,"Recreation, culture and religion",7997.0,,,
"Switzerland, Liechtenstein",2020,"General economic, commercial and labour affairs",1242.0,,,
"Switzerland, Liechtenstein",2020,Other industries,1190.0,,,
"Switzerland, Liechtenstein",2020,RandD Economic affairs,977.0,,,
"Switzerland, Liechtenstein",2020,Economic affairs n.e.c.,35.0,,,
"Switzerland, Liechtenstein",2021,Total function,291968.0,,,
"Switzerland, Liechtenstein",2021,"Agriculture, forestry, fishing and hunting",5878.0,,,
"Switzerland, Liechtenstein",2021,"Mining, manufacturing and construction",0.0,,,
"Switzerland, Liechtenstein",2021,Transport,20915.0,,,
"Switzerland, Liechtenstein",2021,Communication,84.0,,,
"Switzerland, Liechtenstein",2021,Fuel and energy,2934.0,,,
"Switzerland, Liechtenstein",2021,Environment protection,4546.0,,,
"Switzerland, Liechtenstein",2021,Housing and community amenities,1685.0,,,
"Switzerland, Liechtenstein",2021,Health,22616.0,,,
"Switzerland, Liechtenstein",2021,Education,45628.0,,,
"Switzerland, Liechtenstein",2021,Social protection,114973.0,,,
"Switzerland, Liechtenstein",2021,General public services,34694.0,,,
"Switzerland, Liechtenstein",2021,Defence,6455.0,,,
"Switzerland, Liechtenstein",2021,Public order and safety,13392.0,,,
"Switzerland, Liechtenstein",2021,"Recreation, culture and religion",8753.0,,,
"Switzerland, Liechtenstein",2021,"General economic, commercial and labour affairs",7166.0,,,
"Switzerland, Liechtenstein",2021,Other industries,1257.0,,,
"Switzerland, Liechtenstein",2021,RandD Economic affairs,958.0,,,
"Switzerland, Liechtenstein",2021,Economic affairs n.e.c.,32.0,,,
Thailand,2000,Total function,23515.0,,,
Thailand,2001,Total function,23912.0,,,
Thailand,2002,Total function,31998.0,,,
Thailand,2003,Total function,27189.0,,,
Thailand,2004,Total function,31559.0,,,
Thailand,2005,Total function,34875.0,,,
Thailand,2006,Total function,40501.0,,,
Thailand,2007,Total function,51254.0,,,
Thailand,2008,Total function,57710.0,,,
Thailand,2009,Total function,61947.0,,,
Thailand,2010,Total function,72701.0,,,
Thailand,2011,Total function,83318.0,,,
Thailand,2012,Total function,84285.0,,,
Thailand,2013,Total function,90681.0,,,
Thailand,2013,"Agriculture, forestry, fishing and hunting",5582.0,,,
Thailand,2013,"Mining, manufacturing and construction",336.0,,,
Thailand,2013,Transport,4390.0,,,
Thailand,2013,Fuel and energy,2649.0,,,
Thailand,2013,Environment protection,104.0,,,
Thailand,2013,Housing and community amenities,2372.0,,,
Thailand,2013,Health,4467.0,,,
Thailand,2013,Education,15483.0,,,
Thailand,2013,Social protection,10667.0,,,
Thailand,2013,General public services,32540.0,,,
Thailand,2013,Defence,5911.0,,,
Thailand,2013,Public order and safety,4614.0,,,
Thailand,2013,"Recreation, culture and religion",932.0,,,
Thailand,2013,"General economic, commercial and labour affairs",978.0,,,
Thailand,2013,Other industries,593.0,,,
Thailand,2013,RandD Economic affairs,208.0,,,
Thailand,2013,Economic affairs n.e.c.,107.0,,,
Thailand,2014,Total function,89752.0,,,
Thailand,2014,"Agriculture, forestry, fishing and hunting",6158.0,,,
Thailand,2014,"Mining, manufacturing and construction",324.0,,,
Thailand,2014,Transport,3826.0,,,
Thailand,2014,Communication,103.0,,,
Thailand,2014,Fuel and energy,2747.0,,,
Thailand,2014,Environment protection,95.0,,,
Thailand,2014,Housing and community amenities,1755.0,,,
Thailand,2014,Health,4313.0,,,
Thailand,2014,Education,15168.0,,,
Thailand,2014,Social protection,10379.0,,,
Thailand,2014,General public services,32618.0,,,
Thailand,2014,Defence,5431.0,,,
Thailand,2014,Public order and safety,4565.0,,,
Thailand,2014,"Recreation, culture and religion",838.0,,,
Thailand,2014,"General economic, commercial and labour affairs",500.0,,,
Thailand,2014,Other industries,569.0,,,
Thailand,2014,RandD Economic affairs,267.0,,,
Thailand,2014,Economic affairs n.e.c.,97.0,,,
Thailand,2015,Total function,88449.0,,,
Thailand,2015,"Agriculture, forestry, fishing and hunting",6294.0,,,
Thailand,2015,"Mining, manufacturing and construction",351.0,,,
Thailand,2015,Transport,5228.0,,,
Thailand,2015,Communication,109.0,,,
Thailand,2015,Fuel and energy,1581.0,,,
Thailand,2015,Environment protection,123.0,,,
Thailand,2015,Housing and community amenities,2126.0,,,
Thailand,2015,Health,4555.0,,,
Thailand,2015,Education,15087.0,,,
Thailand,2015,Social protection,10081.0,,,
Thailand,2015,General public services,29793.0,,,
Thailand,2015,Defence,5560.0,,,
Thailand,2015,Public order and safety,5022.0,,,
Thailand,2015,"Recreation, culture and religion",1082.0,,,
Thailand,2015,"General economic, commercial and labour affairs",544.0,,,
Thailand,2015,Other industries,610.0,,,
Thailand,2015,RandD Economic affairs,197.0,,,
Thailand,2015,Economic affairs n.e.c.,105.0,,,
Thailand,2016,Total function,86858.0,,,
Thailand,2016,"Agriculture, forestry, fishing and hunting",5611.0,,,
Thailand,2016,"Mining, manufacturing and construction",352.0,,,
Thailand,2016,Transport,6220.0,,,
Thailand,2016,Fuel and energy,1543.0,,,
Thailand,2016,Environment protection,135.0,,,
Thailand,2016,Housing and community amenities,2295.0,,,
Thailand,2016,Health,4737.0,,,
Thailand,2016,Education,15039.0,,,
Thailand,2016,Social protection,11478.0,,,
Thailand,2016,General public services,31424.0,,,
Thailand,2016,Defence,5958.0,,,
Thailand,2016,Public order and safety,5113.0,,,
Thailand,2016,"Recreation, culture and religion",1066.0,,,
Thailand,2016,"General economic, commercial and labour affairs",1434.0,,,
Thailand,2016,Other industries,549.0,,,
Thailand,2016,RandD Economic affairs,228.0,,,
Thailand,2016,Economic affairs n.e.c.,98.0,,,
Thailand,2017,Total function,96549.0,,,
Thailand,2017,"Agriculture, forestry, fishing and hunting",6018.0,,,
Thailand,2017,"Mining, manufacturing and construction",252.0,,,
Thailand,2017,Transport,6015.0,,,
Thailand,2017,Communication,113.0,,,
Thailand,2017,Fuel and energy,1405.0,,,
Thailand,2017,Environment protection,176.0,,,
Thailand,2017,Housing and community amenities,2141.0,,,
Thailand,2017,Health,5442.0,,,
Thailand,2017,Education,15312.0,,,
Thailand,2017,Social protection,12901.0,,,
Thailand,2017,General public services,32312.0,,,
Thailand,2017,Defence,6012.0,,,
Thailand,2017,Public order and safety,5220.0,,,
Thailand,2017,"Recreation, culture and religion",1376.0,,,
Thailand,2017,"General economic, commercial and labour affairs",872.0,,,
Thailand,2017,Other industries,610.0,,,
Thailand,2017,RandD Economic affairs,283.0,,,
Thailand,2017,Economic affairs n.e.c.,89.0,,,
Thailand,2018,Total function,106565.0,,,
Thailand,2018,"Agriculture, forestry, fishing and hunting",6425.0,,,
Thailand,2018,"Mining, manufacturing and construction",267.0,,,
Thailand,2018,Transport,6231.0,,,
Thailand,2018,Communication,133.0,,,
Thailand,2018,Fuel and energy,1990.0,,,
Thailand,2018,Environment protection,237.0,,,
Thailand,2018,Housing and community amenities,2875.0,,,
Thailand,2018,Health,6262.0,,,
Thailand,2018,Education,15483.0,,,
Thailand,2018,Social protection,14861.0,,,
Thailand,2018,General public services,34104.0,,,
Thailand,2018,Defence,6277.0,,,
Thailand,2018,Public order and safety,5893.0,,,
Thailand,2018,"Recreation, culture and religion",2931.0,,,
Thailand,2018,"General economic, commercial and labour affairs",1185.0,,,
Thailand,2018,Other industries,920.0,,,
Thailand,2018,RandD Economic affairs,373.0,,,
Thailand,2018,Economic affairs n.e.c.,120.0,,,
Thailand,2019,Total function,111303.0,,,
Thailand,2019,"Agriculture, forestry, fishing and hunting",7242.0,,,
Thailand,2019,"Mining, manufacturing and construction",262.0,,,
Thailand,2019,Transport,6463.0,,,
Thailand,2019,Fuel and energy,2006.0,,,
Thailand,2019,Environment protection,306.0,,,
Thailand,2019,Housing and community amenities,1714.0,,,
Thailand,2019,Health,7057.0,,,
Thailand,2019,Education,16138.0,,,
Thailand,2019,Social protection,16651.0,,,
Thailand,2019,General public services,36293.0,,,
Thailand,2019,Defence,6803.0,,,
Thailand,2019,Public order and safety,6422.0,,,
Thailand,2019,"Recreation, culture and religion",1859.0,,,
Thailand,2019,"General economic, commercial and labour affairs",1889.0,,,
Thailand,2019,Other industries,1121.0,,,
Thailand,2019,RandD Economic affairs,403.0,,,
Thailand,2019,Economic affairs n.e.c.,309.0,,,
Thailand,2020,Total function,126287.0,,,
Thailand,2020,"Agriculture, forestry, fishing and hunting",7496.0,,,
Thailand,2020,"Mining, manufacturing and construction",256.0,,,
Thailand,2020,Transport,6951.0,,,
Thailand,2020,Fuel and energy,1416.0,,,
Thailand,2020,Environment protection,351.0,,,
Thailand,2020,Housing and community amenities,1629.0,,,
Thailand,2020,Health,7120.0,,,
Thailand,2020,Education,15513.0,,,
Thailand,2020,Social protection,28262.0,,,
Thailand,2020,General public services,39372.0,,,
Thailand,2020,Defence,7001.0,,,
Thailand,2020,Public order and safety,6689.0,,,
Thailand,2020,"Recreation, culture and religion",1934.0,,,
Thailand,2020,"General economic, commercial and labour affairs",1746.0,,,
Thailand,2020,Other industries,838.0,,,
Thailand,2020,RandD Economic affairs,357.0,,,
Thailand,2020,Economic affairs n.e.c.,262.0,,,
Thailand,2021,Total function,133983.0,,,
Thailand,2021,"Agriculture, forestry, fishing and hunting",7753.0,,,
Thailand,2021,"Mining, manufacturing and construction",311.0,,,
Thailand,2021,Transport,7429.0,,,
Thailand,2021,Fuel and energy,2641.0,,,
Thailand,2021,Environment protection,469.0,,,
Thailand,2021,Housing and community amenities,1699.0,,,
Thailand,2021,Health,9060.0,,,
Thailand,2021,Education,15912.0,,,
Thailand,2021,Social protection,26380.0,,,
Thailand,2021,General public services,44526.0,,,
Thailand,2021,Defence,6420.0,,,
Thailand,2021,Public order and safety,6425.0,,,
Thailand,2021,"Recreation, culture and religion",1842.0,,,
Thailand,2021,"General economic, commercial and labour affairs",1247.0,,,
Thailand,2021,Other industries,1194.0,,,
Thailand,2021,RandD Economic affairs,292.0,,,
Thailand,2021,Economic affairs n.e.c.,3299.0,,,
Timor-Leste,2000,Total function,,,Not applicable,
Timor-Leste,2000,"Agriculture, forestry, fishing and hunting",,,Not applicable,
Timor-Leste,2000,"Mining, manufacturing and construction",,,Not applicable,
Timor-Leste,2000,Transport,,,Not applicable,
Timor-Leste,2000,Communication,,,Not applicable,
Timor-Leste,2000,Fuel and energy,,,Not applicable,
Timor-Leste,2000,Environment protection,,,Not applicable,
Timor-Leste,2000,Housing and community amenities,,,Not applicable,
Timor-Leste,2000,Health,,,Not applicable,
Timor-Leste,2000,Education,,,Not applicable,
Timor-Leste,2000,Social protection,,,Not applicable,
Timor-Leste,2000,General public services,,,Not applicable,
Timor-Leste,2000,Defence,,,Not applicable,
Timor-Leste,2000,Public order and safety,,,Not applicable,
Timor-Leste,2000,"Recreation, culture and religion",,,Not applicable,
Timor-Leste,2000,"General economic, commercial and labour affairs",,,Not applicable,
Timor-Leste,2000,Other industries,,,Not applicable,
Timor-Leste,2000,RandD Economic affairs,,,Not applicable,
Timor-Leste,2000,Economic affairs n.e.c.,,,Not applicable,
Timor-Leste,2000,Others,,,Not applicable,
Timor-Leste,2001,Total function,,,Not applicable,
Timor-Leste,2001,"Agriculture, forestry, fishing and hunting",,,Not applicable,
Timor-Leste,2001,"Mining, manufacturing and construction",,,Not applicable,
Timor-Leste,2001,Transport,,,Not applicable,
Timor-Leste,2001,Communication,,,Not applicable,
Timor-Leste,2001,Fuel and energy,,,Not applicable,
Timor-Leste,2001,Environment protection,,,Not applicable,
Timor-Leste,2001,Housing and community amenities,,,Not applicable,
Timor-Leste,2001,Health,,,Not applicable,
Timor-Leste,2001,Education,,,Not applicable,
Timor-Leste,2001,Social protection,,,Not applicable,
Timor-Leste,2001,General public services,,,Not applicable,
Timor-Leste,2001,Defence,,,Not applicable,
Timor-Leste,2001,Public order and safety,,,Not applicable,
Timor-Leste,2001,"Recreation, culture and religion",,,Not applicable,
Timor-Leste,2001,"General economic, commercial and labour affairs",,,Not applicable,
Timor-Leste,2001,Other industries,,,Not applicable,
Timor-Leste,2001,RandD Economic affairs,,,Not applicable,
Timor-Leste,2001,Economic affairs n.e.c.,,,Not applicable,
Timor-Leste,2001,Others,,,Not applicable,
Timor-Leste,2002,Total function,,,Not applicable,
Timor-Leste,2002,"Agriculture, forestry, fishing and hunting",,,Not applicable,
Timor-Leste,2002,"Mining, manufacturing and construction",,,Not applicable,
Timor-Leste,2002,Transport,,,Not applicable,
Timor-Leste,2002,Communication,,,Not applicable,
Timor-Leste,2002,Fuel and energy,,,Not applicable,
Timor-Leste,2002,Environment protection,,,Not applicable,
Timor-Leste,2002,Housing and community amenities,,,Not applicable,
Timor-Leste,2002,Health,,,Not applicable,
Timor-Leste,2002,Education,,,Not applicable,
Timor-Leste,2002,Social protection,,,Not applicable,
Timor-Leste,2002,General public services,,,Not applicable,
Timor-Leste,2002,Defence,,,Not applicable,
Timor-Leste,2002,Public order and safety,,,Not applicable,
Timor-Leste,2002,"Recreation, culture and religion",,,Not applicable,
Timor-Leste,2002,"General economic, commercial and labour affairs",,,Not applicable,
Timor-Leste,2002,Other industries,,,Not applicable,
Timor-Leste,2002,RandD Economic affairs,,,Not applicable,
Timor-Leste,2002,Economic affairs n.e.c.,,,Not applicable,
Timor-Leste,2002,Others,,,Not applicable,
Timor-Leste,2010,Total function,1020.0,,,
Timor-Leste,2011,Total function,1369.0,,,
Timor-Leste,2012,Total function,1456.0,,,
Timor-Leste,2012,Environment protection,2.0,,,
Timor-Leste,2012,Housing and community amenities,20.0,,,
Timor-Leste,2012,Health,53.0,,,
Timor-Leste,2012,Education,109.0,,,
Timor-Leste,2012,Social protection,160.0,,,
Timor-Leste,2012,General public services,178.0,,,
Timor-Leste,2012,Defence,40.0,,,
Timor-Leste,2012,Public order and safety,49.0,,,
Timor-Leste,2012,"Recreation, culture and religion",10.0,,,
Timor-Leste,2013,Total function,1236.0,,,
Turkiye,2008,Total function,262747.0,,,
Turkiye,2008,"Agriculture, forestry, fishing and hunting",8246.0,,,
Turkiye,2008,"Mining, manufacturing and construction",1498.0,,,
Turkiye,2008,Transport,13500.0,,,
Turkiye,2008,Communication,363.0,,,
Turkiye,2008,Fuel and energy,928.0,,,
Turkiye,2008,Environment protection,2491.0,,,
Turkiye,2008,Housing and community amenities,9173.0,,,
Turkiye,2008,Health,40064.0,,,
Turkiye,2008,Education,25583.0,,,
Turkiye,2008,Social protection,72679.0,,,
Turkiye,2008,General public services,55157.0,,,
Turkiye,2008,Defence,11367.0,,,
Turkiye,2008,Public order and safety,11951.0,,,
Turkiye,2008,"Recreation, culture and religion",5339.0,,,
Turkiye,2009,Total function,251289.0,,,
Turkiye,2009,"Agriculture, forestry, fishing and hunting",7590.0,,,
Turkiye,2009,"Mining, manufacturing and construction",1065.0,,,
Turkiye,2009,Transport,12386.0,,,
Turkiye,2009,Communication,399.0,,,
